Tweets,Celebrity,Twitter handle,Cloudinary Picture,Category
"I'd like to apologise for my last apology. In retrospect, it seems a bit flippant, and I feel a proper apology needs to be sincere. Sorry",John Cleese,@JohnCleese,http://res.cloudinary.com/dgtihmi68/image/upload/v1503962530/JohnCleese.jpg,Comedians
BREAKING CELEBRITY NEWS: I was sitting with my legs crossed for too long and my penis fell asleep.,John Mayer,@johncmayer,http://res.cloudinary.com/dgtihmi68/image/upload/v1503962596/JohnMayer.jpg,Musicians
Titanic 100 years wOW. Global warming could have saved titanic. Sad to say,Jose Canseco,@JoseCanseco,"http://res.cloudinary.com/dgtihmi68/image/upload/c_mfit,h_400,w_400/v1503962832/JoseCanseco.jpg",Athletes
I was driving last night on a lonely dark road and met this alien or maybe a really ugly girl and it gave me the lottery numbers,Jose Canseco,@JoseCanseco,"http://res.cloudinary.com/dgtihmi68/image/upload/c_mfit,h_400,w_400/v1503962832/JoseCanseco.jpg",Athletes
Yes time travel is possible. Will explain later.,Jose Canseco,@JoseCanseco,"http://res.cloudinary.com/dgtihmi68/image/upload/c_mfit,h_400,w_400/v1503962832/JoseCanseco.jpg",Athletes
Come home poop,Jose Canseco,@JoseCanseco,"http://res.cloudinary.com/dgtihmi68/image/upload/c_mfit,h_400,w_400/v1503962832/JoseCanseco.jpg",Athletes
I bet the worst part of dating a documentary filmmaker is when he brings up things you did in the past and sets them to banjo music.,Julieanne Smolinski,@BoobsRadley,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963018/BoobsRadley.jpg,Comedians
If I could be any animal I would be a liger.. Cuz there sweet..,Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
the reporter asked me if i was dating. I said i go out on dates. but nothing serious. Im still single and ready to mingle. Haha.,Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
i love lamp,Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
why on a plane they always make u turn ur electronics off when taking off and landing...isnt it more dangerous when ur up in the sky??,Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
so alot of u r tweeting me wanting to know if i died again. turns out im ok. had to check..but im still living. wasnt sure...but...im ok :),Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
Why is rhode island nor a road or an island,Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
Frog lawn mower,Justin Bieber,@justinbieber,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963091/justinbieber.jpg,Musicians
"Kanye is so cute, y'all.",Justin Timberlake,@jtimberlake,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963183/jtimberlake.jpg,Musicians
I had to play catch up with them to know what it really was... SHOOK ONES changed my ear as a new musician and someone that loved rhythm…,Justin Timberlake,@jtimberlake,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963183/jtimberlake.jpg,Musicians
"As a teenager, I searched for ALL the culture that I could find through MUSIC. I remember the day I heard Mobb Deep for the first time…",Justin Timberlake,@jtimberlake,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963183/jtimberlake.jpg,Musicians
"Studio Rule #1: If the artist plays their music and you are on your phone looking at your social media... Chances are, you're an ASSHOLE.",Justin Timberlake,@jtimberlake,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963183/jtimberlake.jpg,Musicians
We ready. You ready? #Oscars,Justin Timberlake,@jtimberlake,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963183/jtimberlake.jpg,Musicians
i love watching snooki giving birth on my tv it was the cutest thing :D,JWoww,@JENNIW0WW,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963255/JENNIW0WW.jpg,TV Stars
"Yo Britney, I'm really happy for you and I'mma let you be #1, but me and Jay-Z single is one of the best songs of all time! LOL",Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
Have you ever thought you were in love with someone but then realized you were just staring in a mirror for 20 minutes?,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
I hate when I'm on a flight and I wake up with a water bottle next to me like oh great now I gotta be responsible for this water bottle,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
I have to dress Kim everyday so she doesn't embarrass me,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
I specifically ordered persian rugs with cherub imagery!!! What do I have to do to get a simple persian rug with cherub imagery uuuuuugh,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
Do you know where to find marble conference tables?  I'm looking to have a conference... not until I get the table though,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
not smiling makes me smile,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
"I'M SO HYPE RIGHT NOW EVERYTHING HAS CHANGED . HAVE YA'LL EVER SEEN TRON? THE END OF THE TRON WHERE EVERYTHING LIGHT UP!!!!
",Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
Man… ninjas are kind of cool… I just don’t know any personally.,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
Fur pillows are actually hard to sleep on,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
I make awesome decisions in bike stores!!!,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
"I know everybody at Rolling Stone had one question on there mind... and the answer is... yes, the shoes are Dreis",Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
Never do coke with an intern ... they may not be 21,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
My favorite unit of measurement is ‘a shit load.,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
No seriously ... I said my teeth are real diamonds... these are not fronts... I replaced my bottom row of teeth with diamonds,Kanye West,@kanyewest,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963343/kanyewest.jpg,Musicians
WE ARE BELIEBERS!,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
The new song Skyscraper by @ddlovato is pure perfection. Her voice is one of the BEST undiscovered beauties. Can't wait for the full record.,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
Finding it ironic to parade the pit women against other women argument about as one unmeasurably capitalizes on the take down of a woman…,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
Morta. Linda. Night.,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
OMG BLUE IVI JUST PERSONALLY WAVED AT ME. MY LIFE IS OVER.,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
Is the Internet real? Can we physically go there?,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
"It's fine, your prayers don't count, miley's already on her knees.",Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
so tired I can't even fart,Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
"TIme, the ultimate truth teller.",Katy Perry,@katyperry,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963443/katyperry.jpg,Musicians
I'm watching the History channel in the club and I'm wondering how do these people kno what's goin on on the sun..ain't nobody ever been,Kevin Durant,@KDTrey5,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963548/KDTrey5.jpg,Athletes
That moment when u fart in the gym because nobody was in ur section & as soon as ur finished someone walks up to u to say hello...,Kevin Hart,@KevinHart4real,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963627/KevinHart4real.jpg,Comedians
"I love saying hello 2 French people because there is always a weird/awkward delay of eye contact b4 they say Bonjour, I laugh every time",Kevin Hart,@KevinHart4real,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963627/KevinHart4real.jpg,Comedians
kowabunga dudettes. i'm so pumped to be on this surfing kick. who else surfs out there? gnarly day in the h2o. ridin waves!,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
Isn't it weird how singers like Rihanna & Celine Dion sing in an American accent but really speak w an accent,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
sorry I'm late to the party guys I was busy cashing my 80 million video game check & transferring 53 million into our joint account,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
My foot fell asleep,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
Do peanuts have carbs?,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
I love country music!,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
The pope is dope,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
sorry I'm late to the party guys I was busy cashing my 80 million video game check & transferring 53 million into our joint account ,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
"Do identical twins have the same exact DNA? Like if 1 twin murders someone & leaves their DNA, can the other twin get blamed?",Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
Thanks guys! I had no idea a pickle was really a cucumber! U guys totally confirmed it!,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
I can't wait for Call Of Duty Black Ops II to come out!!!! The graphics look crazy!,Kim Kardashian,@KimKardashian,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963689/KimKardashian.jpg,Socialite
Do ants have dicks?,Kourtney Kardashian,@kourtneykardash,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963783/kourtneykardash.jpg,Socialite
I just sharted myself. That's when u fart and u shit yourself on accident!,Kris Jenner,@KrisJenner,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963864/KrisJenner.jpg,Socialite
This is the first time I am twittering and its really easy! I just invited all of my kids to twitter!,Kris Jenner,@KrisJenner,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963864/KrisJenner.jpg,Socialite
getting my hair done. lavender blond is my newest obsession. 7 days till the fame ball. ill begin vomiting with creative anxiety on the 9th,Lady Gaga,@ladygaga,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963941/ladygaga.jpg,Musicians
at rehearsal. mommy hasn't slept in 4 days. just did a run-through. get ready kids. were comin for you. production loads in at 5am. Redwine.,Lady Gaga,@ladygaga,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963941/ladygaga.jpg,Musicians
"They can't scare me, if I scare them first. X",Lady Gaga,@ladygaga,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963941/ladygaga.jpg,Musicians
"My Daddy had open heart surgery today. And after long hours, and lots of tears, they healed his broken heart, and mine. Speechless",Lady Gaga,@ladygaga,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963941/ladygaga.jpg,Musicians
"Boston ate my heart, and I don't want it back",Lady Gaga,@ladygaga,http://res.cloudinary.com/dgtihmi68/image/upload/v1503963941/ladygaga.jpg,Musicians
I just had the thrill of a lifetime! Saw the clock change from 1:59AM to 1:00AM! I love clocks!,Larry King,@kingsthings,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964237/kingsthings.jpg,TV Stars
I often feel a strong inclination to marry Barbara Streisand.,Lena Dunham,@lenadunham,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964348/lenadunham.jpg,TV Stars
WAS RUSHIN HOME TO TAKE A DUMP AND GOT CAUGHT BEHIND A SCHOOL BUS DROPPIN KIDS OFF!! LONGEST 30MINS OF MY LIFFFEEEE!!,Lil Jon,@LilJon,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964419/LilJon.jpg,Musicians
It makes me so happy when the miami housewives get along a/each other! I’m such a sap! Watching finale. Lol- don’t judge me on this!,Lindsay Lohan,@lindsaylohan,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964479/lindsaylohan.jpg,Movie Stars
"Hello Facebook. Yes, this is actually Lindsay. Welcome to my Facebook page!",Lindsay Lohan,@lindsaylohan,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964479/lindsaylohan.jpg,Movie Stars
WHY is everyone in SUCH a panic about hurricane (I'm calling it Sally).. ? Stop projecting negativity! Think positive and pray for peace.,Lindsay Lohan,@lindsaylohan,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964479/lindsaylohan.jpg,Movie Stars
@diplo should we do something about your tiny penis while we're at it hm,Lorde,@lordemusic,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964546/lordemusic.jpg,Musicians
true life: my housekeepers threw away my drugs.,Mac Miller,@MacMiller,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964615/MacMiller.jpg,Musicians
wtf ARYA KIDDING ME?!!,Maisie Williams,@Maisie_Williams,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964667/Maisie_Williams.jpg,Movie Stars
Do you think I am hip?,Martha Stewart,@MarthaStewart,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964711/MarthaStewart.jpg,TV Stars
"just got home, let out the dogs, within minutes they cornered,attacked and killed an opossum. had to wash little bloody mouths .life on farm",Martha Stewart,@MarthaStewart,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964711/MarthaStewart.jpg,TV Stars
Damnit I lost 70lbs I look anoronix,Metta World Peace,@MettaWorldPeace,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964827/MettaWorldPeace.jpg,Athletes
"Just read another story about me being locked in attick, completely false.",Michael Caine,@themichaelcaine,http://res.cloudinary.com/dgtihmi68/image/upload/v1503996138/themichaelcaine.jpg,Movie Stars
I'm going to be furious if my kids have a better life than me.,Michael Ian Black,@michaelianblack,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964880/michaelianblack.jpg,Movie Stars
Do waves ever get bored?,Michael Ian Black,@michaelianblack,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964880/michaelianblack.jpg,Movie Stars
"Muhammad Ali was the greatest boxer of all time. He never allowed his spirits to break. Brain, skills and guts is how you define him.",Mike Tyson,@MikeTyson,http://res.cloudinary.com/dgtihmi68/image/upload/v1503964957/MikeTyson.jpg,Athletes
Good morning everyone. Life is good. I am laying in bed with my mommy right now scratching her bug bites.,Miley Cyrus,@MileyCyrus,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965024/MileyCyrus.jpg,Musicians
Find you a man who talks about you the way Tormund talks about Brienne of Tarth,Mindy Kaling,@mindykaling,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965079/mindykaling.jpg,TV Stars
"This kid once gave me a CD, told me he was the next Justin Bieber, I took the CD and frisbee'd the fuck out of it.",Mos Def,@MosDefOfficial,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965232/MosDefOfficial.jpg,Musicians
I was spanked therefore I shall spank! My momma did a good job! LOL,Nick Cannon,@NickCannon,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965302/NickCannon.jpg,TV Stars
"ok boys, what's your ball size?",Nicki Minaj,@NICKIMINAJ,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965384/NICKIMINAJ.jpg,Musicians
"All dem #1s but JLo phone ringin? Lol. I guess having a personality, being a secure woman, and giving genuine critique still trumps that.",Nicki Minaj,@NICKIMINAJ,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965384/NICKIMINAJ.jpg,Musicians
"If your video celebrates women with very slim bodies, you will be nominated for vid of the year",Nicki Minaj,@NICKIMINAJ,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965384/NICKIMINAJ.jpg,Musicians
"I'm, like, soooooo pretty",Nicole Richie,@nicolerichie,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965475/nicolerichie.jpg,Socialite
in a thousand years archeologists will dig up tanning beds and think we fried people as punishment.,Olivia Wilde,@oliviawilde,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965532/oliviawilde.jpg,Movie Stars
I miss rappers bragging about their high phone bills. #simplertimes,Olivia Wilde,@oliviawilde,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965532/oliviawilde.jpg,Movie Stars
Anybody need more money?,Oprah Winfrey,@Oprah,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965617/Oprah.jpg,TV Stars
"Hey friends, I lost my blackberry. So if your trying to reach me, then text me on one of my three iPhones.",Paris Hilton,@ParisHilton,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965686/ParisHilton.jpg,Socialite
"Just landed back in LA, so happy to hear the news of Osama Bin Laden's death. He was the face of terrorism and such …",Paris Hilton,@ParisHilton,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965686/ParisHilton.jpg,Socialite
"No, no, I didn't go to England; I went to London.",Paris Hilton,@ParisHilton,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965686/ParisHilton.jpg,Socialite
"My dogs live in this two-story doggy mansion that has air conditioning, heating, designer furniture, and a chandelier. Loves it",Paris Hilton,@ParisHilton,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965686/ParisHilton.jpg,Socialite
Back when I was 13 in #Vegas & decided to go an to exotic pet store to buy a ferret & name her #FerretFawcett.,Paris Hilton,@ParisHilton,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965686/ParisHilton.jpg,Socialite
"Out of Myself, Britney, and Christina- didn't everyone think I was gonna be the troublemaker? LOOK MA!!! No CUFFS!!!",Pink,@Pink,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965833/Pink.jpg,Musicians
chinese food in china #mrworldwide,Pitbull,@pitbull,http://res.cloudinary.com/dgtihmi68/image/upload/v1503965936/pitbull.jpg,Musicians
I'm 51. Look 41. Feel 31. Dance 21. Eat 11. Act 1.,Rainn Wilson,@rainnwilson,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994260/rainnwilson.jpg,TV Stars
When ur stressed it means ur not relaxing enough. Thats why stressed is desserts spelled backwards,Rev Run,@RevRunWisdom,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994340/RevRunWisdom.jpg,Musicians
Be in style with a great smile!,Richard Simmons,@TheWeightSaint,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994443/TheWeightSaint.jpg,Athletes
"When you are dead, you do not know you are dead. It’s only painful & difficult for others. The same applies when you are stupid.",Ricky Gervais,@rickygervais,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994534/rickygervais.jpg,Comedians
"I wish I had a pound for every time I offended someone. Wait, I do.",Ricky Gervais,@rickygervais,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994534/rickygervais.jpg,Comedians
FUCK U SATAN!!! Fuck right of!!!!!!,Rihanna,@rihanna,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994599/rihanna.jpg,Musicians
I ain’t got no type… bad bitches is the only thing that I like,Rihanna,@rihanna,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994599/rihanna.jpg,Musicians
"CBS you pulled my song last week, now you wanna slide it back in this Thursday? NO, Fuck you! Y’all are sad for penalizing me for this.",Rihanna,@rihanna,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994599/rihanna.jpg,Musicians
"When there’s no changing the fact that I’m me, and they’re well… they’re them.",Rihanna,@rihanna,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994599/rihanna.jpg,Musicians
Boys will be boys!!! Cause they can’t be men.,Rihanna,@rihanna,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994599/rihanna.jpg,Musicians
"#Parenting Tip: If your child is crying, hold it close & whisper “You don’t have a clue what horrors this world holds.”",Rob Delaney,@robdelaney,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994688/Rob_Delaney.jpg,Comedian
My lips are overdrawn to compensate for my lack of giving a shit,RuPaul,@RuPaul,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994769/RuPaul.jpg,TV Stars
I love Maps,Russell Crowe,@russellcrowe,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994829/russellcrowe.jpg,Movie Stars
Does anyone know the helicopter code?!?!,Ryan Lochte,@RyanLochte,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994882/RyanLochte.jpg,Athletes
One of my favorite movies: What Women Want.,Ryan Lochte,@RyanLochte,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994882/RyanLochte.jpg,Athletes
"Rocks, paper, siccor........",Ryan Lochte,@RyanLochte,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994882/RyanLochte.jpg,Athletes
"Just want to wish Billy Ray Cyrus the most special, magical birthday ever. I love you with all my heart. Also, Happy Birthday to my wife.",Ryan Reynolds,@VancityReynolds,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994953/VancityReynolds.jpg,Movie Stars
"I'd walk through fire for my daughter. Well not FIRE, because it's dangerous. But a super humid room. But not too humid, because my hair.",Ryan Reynolds,@VancityReynolds,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994953/VancityReynolds.jpg,Movie Stars
I can go from researching a cramp on WebMD to coffin shopping in under 90 seconds.,Ryan Reynolds,@VancityReynolds,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994953/VancityReynolds.jpg,Movie Stars
Turns out Game of Thrones is NOT historically accurate. Apologies for calling my idiot 6 year old nephew an imbecile.,Ryan Reynolds,@VancityReynolds,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994953/VancityReynolds.jpg,Movie Stars
My daughter just sneezed into my yawning mouth. Seemed really fucking pleased with herself. Joke's on her. She'll have to bury me someday.,Ryan Reynolds,@VancityReynolds,http://res.cloudinary.com/dgtihmi68/image/upload/v1503994953/VancityReynolds.jpg,Movie Stars
"""Refudiate,"" ""misunderestimate,"" ""wee-wee'd up."" English is a living language. Shakespeare liked to coin new words too. Got to celebrate it!",Sarah Palin,@SarahPalinUSA,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995028/SarahPalinUSA.png,Politicians
Why ever tarragon? It's tarrable,Sarah Silverman,@SarahKSilverman,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995082/SarahKSilverman.jpg,Comedian
I don't get it so wHen Jesus came back it was in a EGG??? dat came from a bunny?? I'm lost rigHtnow,ScHoolboy Q,@ScHoolboyQ,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995132/ScHoolboyQ.jpg,Musicians
"I need to eat some dinner, who else is hungry in this world?",Scott Disick,@ScottDisick,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995186/ScottDisick.jpg,Socialite
Is still up having Tantric sex! 12 hrs and counting!!!! Let's go people!!!! You can do it! Just relax!! Lol,Sean Diddy Combs,@diddy,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995244/diddy.jpg,Musicians
Any negative reviews to my movies are #FakeReviews.,Seth Rogen,@Sethrogen,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995303/Sethrogen.jpg,Movie Stars
"I don't have much authority to speak on political matters, but one thing I can DEFINITIVELY say: Don't fuck with North Korea.",Seth Rogen,@Sethrogen,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995303/Sethrogen.jpg,Movie Stars
"Our newest Sausage Party marketing campaign was expensive, but I think it'll be worth it in the long run.",Seth Rogen,@Sethrogen,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995303/Sethrogen.jpg,Movie Stars
"All jokes aside, Justin Bieber is a piece of shit.",Seth Rogen,@Sethrogen,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995303/Sethrogen.jpg,Movie Stars
I AM NOT FAMOUS ANYMORE,Shia LaBeouf,@thecampaignbook,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995389/Shia_LaBeouf.jpg,Movie Stars
"Really, people? ANYONE can be President? ANYONE? ANY-ONE?",Shonda Rhimes,@shondarhimes,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995463/shondarhimes.jpg,TV Stars
Omg tanning for the first time in 2 months!!! This is going to be exuberating ! (Hope I used that right lmao) #givemeprops,Snooki,@snooki,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995509/snooki.jpg,Socialite
Drinking breast milk shots...,Snooki,@snooki,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995509/snooki.jpg,TV Stars
"If the Russians can find my old iTunes playlist, that would be so great.",Steve Martin,@SteveMartinToGo,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995572/SteveMartinToGo.jpg,Comedians
Just wrapped up a cereal party with my mom and dad at the kitchen table. What a night.,Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
Just experienced love at first sight with this couch in the window of a coffee shop.,Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
"Watching every episode of CSI Season 8, then 9. Mini-marathon. This is pure happiness.",Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
"Puttering around mu place, reading cookbooks and celebrating the fact that I-m no longer scared of the sound of my ice maker at night.",Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
I just used a Sharpie as eye liner in the airplane bathroom.,Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
"That moment when Kanye West secretly records your phone call, then Kim posts it on the Internet.",Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
"Hey everybody, Michael J. Fox got in touch with me today and we are good. Thank you for having my back.",Taylor Swift,@taylorswift13,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995628/taylorswift13.jpg,Musicians
Wow there are a lot of people with Bieber in their name. Someone should figure out how2 turn Justin Bieber backgrounds & names into energy.,Tom Cruise,@TomCruise,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995701/TomCruise.jpg,Movie Stars
I SWAM IN A LAKE FOR THE FIRST TIME TWO DAYS AGO!!!! I KILLED A TADPOLE THO HIS NAME WAS GARY IM SO SORRY HE WAS JUST A BABY,"Tyler, The Creator",@fucktyler,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995752/fucktyler.jpg,Musicians
DON'T TEXT ME ABOUT THE CARNIVAL. IM A DICK. AND A LIZARD.,"Tyler, The Creator",@fucktyler,http://res.cloudinary.com/dgtihmi68/image/upload/v1503995752/fucktyler.jpg,Musicians
